"R0","q","vc","variable","value"
1.2,0.22314355131421,0.0566037735849057,"stability",1
1.3,0.22314355131421,0.0566037735849057,"stability",1
1.4,0.22314355131421,0.0566037735849057,"stability",1
1.5,0.22314355131421,0.0566037735849057,"stability",1
1.6,0.22314355131421,0.0566037735849057,"stability",1
1.7,0.22314355131421,0.0566037735849057,"stability",1
1.8,0.22314355131421,0.0566037735849057,"stability",1
1.9,0.22314355131421,0.0566037735849057,"stability",1
2,0.22314355131421,0.0566037735849057,"stability",1
1,0.287682072451781,0.0566037735849057,"stability",1
1.1,0.287682072451781,0.0566037735849057,"stability",1
1.2,0.287682072451781,0.0566037735849057,"stability",1
1.3,0.287682072451781,0.0566037735849057,"stability",1
1.4,0.287682072451781,0.0566037735849057,"stability",1
1.5,0.287682072451781,0.0566037735849057,"stability",1
1.6,0.287682072451781,0.0566037735849057,"stability",1
1.7,0.287682072451781,0.0566037735849057,"stability",1
1.8,0.287682072451781,0.0566037735849057,"stability",1
1.9,0.287682072451781,0.0566037735849057,"stability",1
2,0.287682072451781,0.0566037735849057,"stability",1
1,0.356674943938732,0.0566037735849057,"stability",1
1.1,0.356674943938732,0.0566037735849057,"stability",1
1.2,0.356674943938732,0.0566037735849057,"stability",1
1.3,0.356674943938732,0.0566037735849057,"stability",1
1.4,0.356674943938732,0.0566037735849057,"stability",1
1.5,0.356674943938732,0.0566037735849057,"stability",1
1.6,0.356674943938732,0.0566037735849057,"stability",1
1.7,0.356674943938732,0.0566037735849057,"stability",1
1.8,0.356674943938732,0.0566037735849057,"stability",1
1.9,0.356674943938732,0.0566037735849057,"stability",1
2,0.356674943938732,0.0566037735849057,"stability",1
1,0.430782916092454,0.0566037735849057,"stability",1
1.1,0.430782916092454,0.0566037735849057,"stability",1
1.2,0.430782916092454,0.0566037735849057,"stability",1
1.3,0.430782916092454,0.0566037735849057,"stability",1
1.4,0.430782916092454,0.0566037735849057,"stability",1
1.5,0.430782916092454,0.0566037735849057,"stability",1
1.6,0.430782916092454,0.0566037735849057,"stability",1
1.7,0.430782916092454,0.0566037735849057,"stability",1
1.8,0.430782916092454,0.0566037735849057,"stability",1
1.9,0.430782916092454,0.0566037735849057,"stability",1
2,0.430782916092454,0.0566037735849057,"stability",1
1,0.510825623765991,0.0566037735849057,"stability",1
1.1,0.510825623765991,0.0566037735849057,"stability",1
1.2,0.510825623765991,0.0566037735849057,"stability",1
1.3,0.510825623765991,0.0566037735849057,"stability",1
1.4,0.510825623765991,0.0566037735849057,"stability",1
1.5,0.510825623765991,0.0566037735849057,"stability",1
1.6,0.510825623765991,0.0566037735849057,"stability",1
1.7,0.510825623765991,0.0566037735849057,"stability",1
1.8,0.510825623765991,0.0566037735849057,"stability",1
1.9,0.510825623765991,0.0566037735849057,"stability",1
2,0.510825623765991,0.0566037735849057,"stability",1
1,0.59783700075562,0.0566037735849057,"stability",1
1.1,0.59783700075562,0.0566037735849057,"stability",1
1.2,0.59783700075562,0.0566037735849057,"stability",1
1.3,0.59783700075562,0.0566037735849057,"stability",1
1.4,0.59783700075562,0.0566037735849057,"stability",1
1.5,0.59783700075562,0.0566037735849057,"stability",1
1.6,0.59783700075562,0.0566037735849057,"stability",1
1.7,0.59783700075562,0.0566037735849057,"stability",1
1.8,0.59783700075562,0.0566037735849057,"stability",1
1.9,0.59783700075562,0.0566037735849057,"stability",1
2,0.59783700075562,0.0566037735849057,"stability",1
1,0.693147180559945,0.0566037735849057,"stability",1
1.1,0.693147180559945,0.0566037735849057,"stability",1
1.2,0.693147180559945,0.0566037735849057,"stability",1
1.3,0.693147180559945,0.0566037735849057,"stability",1
1.4,0.693147180559945,0.0566037735849057,"stability",1
1.5,0.693147180559945,0.0566037735849057,"stability",1
1.6,0.693147180559945,0.0566037735849057,"stability",1
1.7,0.693147180559945,0.0566037735849057,"stability",1
1.8,0.693147180559945,0.0566037735849057,"stability",1
1.9,0.693147180559945,0.0566037735849057,"stability",1
2,0.693147180559945,0.0566037735849057,"stability",1
1,0.798507696217772,0.0566037735849057,"stability",1
1.1,0.798507696217772,0.0566037735849057,"stability",1
1.2,0.798507696217772,0.0566037735849057,"stability",1
1.3,0.798507696217772,0.0566037735849057,"stability",1
1.4,0.798507696217772,0.0566037735849057,"stability",1
1.5,0.798507696217772,0.0566037735849057,"stability",1
1.6,0.798507696217772,0.0566037735849057,"stability",1
1.7,0.798507696217772,0.0566037735849057,"stability",1
1.8,0.798507696217772,0.0566037735849057,"stability",1
1.9,0.798507696217772,0.0566037735849057,"stability",1
2,0.798507696217772,0.0566037735849057,"stability",1
1,0.916290731874155,0.0566037735849057,"stability",1
1.1,0.916290731874155,0.0566037735849057,"stability",1
1.2,0.916290731874155,0.0566037735849057,"stability",1
1.3,0.916290731874155,0.0566037735849057,"stability",1
1.4,0.916290731874155,0.0566037735849057,"stability",1
1.5,0.916290731874155,0.0566037735849057,"stability",1
1.6,0.916290731874155,0.0566037735849057,"stability",1
1.7,0.916290731874155,0.0566037735849057,"stability",1
1.8,0.916290731874155,0.0566037735849057,"stability",1
1.9,0.916290731874155,0.0566037735849057,"stability",1
2,0.916290731874155,0.0566037735849057,"stability",1
1,1.04982212449868,0.0566037735849057,"stability",1
1.1,1.04982212449868,0.0566037735849057,"stability",1
1.2,1.04982212449868,0.0566037735849057,"stability",1
1.3,1.04982212449868,0.0566037735849057,"stability",1
1.4,1.04982212449868,0.0566037735849057,"stability",1
1.5,1.04982212449868,0.0566037735849057,"stability",1
1.6,1.04982212449868,0.0566037735849057,"stability",1
1.7,1.04982212449868,0.0566037735849057,"stability",1
1.8,1.04982212449868,0.0566037735849057,"stability",1
1.9,1.04982212449868,0.0566037735849057,"stability",1
2,1.04982212449868,0.0566037735849057,"stability",1
1,1.20397280432594,0.0566037735849057,"stability",1
1.1,1.20397280432594,0.0566037735849057,"stability",1
1.2,1.20397280432594,0.0566037735849057,"stability",1
1.3,1.20397280432594,0.0566037735849057,"stability",1
1.4,1.20397280432594,0.0566037735849057,"stability",1
1.5,1.20397280432594,0.0566037735849057,"stability",1
1.6,1.20397280432594,0.0566037735849057,"stability",1
1.7,1.20397280432594,0.0566037735849057,"stability",1
1.8,1.20397280432594,0.0566037735849057,"stability",1
1.9,1.20397280432594,0.0566037735849057,"stability",1
2,1.20397280432594,0.0566037735849057,"stability",1
1,1.38629436111989,0.0566037735849057,"stability",1
1.1,1.38629436111989,0.0566037735849057,"stability",1
1.2,1.38629436111989,0.0566037735849057,"stability",1
1.3,1.38629436111989,0.0566037735849057,"stability",1
1.4,1.38629436111989,0.0566037735849057,"stability",1
1.5,1.38629436111989,0.0566037735849057,"stability",1
1.6,1.38629436111989,0.0566037735849057,"stability",1
1.7,1.38629436111989,0.0566037735849057,"stability",1
1.8,1.38629436111989,0.0566037735849057,"stability",1
1.9,1.38629436111989,0.0566037735849057,"stability",1
2,1.38629436111989,0.0566037735849057,"stability",1
1,1.6094379124341,0.0566037735849057,"stability",1
1.1,1.6094379124341,0.0566037735849057,"stability",1
1.2,1.6094379124341,0.0566037735849057,"stability",1
1.3,1.6094379124341,0.0566037735849057,"stability",1
1.4,1.6094379124341,0.0566037735849057,"stability",1
1.5,1.6094379124341,0.0566037735849057,"stability",1
1.6,1.6094379124341,0.0566037735849057,"stability",1
1.7,1.6094379124341,0.0566037735849057,"stability",1
1.8,1.6094379124341,0.0566037735849057,"stability",1
1.9,1.6094379124341,0.0566037735849057,"stability",1
2,1.6094379124341,0.0566037735849057,"stability",1
1,1.89711998488588,0.0566037735849057,"stability",1
1.1,1.89711998488588,0.0566037735849057,"stability",1
1.2,1.89711998488588,0.0566037735849057,"stability",1
1.3,1.89711998488588,0.0566037735849057,"stability",1
1.4,1.89711998488588,0.0566037735849057,"stability",1
1.5,1.89711998488588,0.0566037735849057,"stability",1
1.6,1.89711998488588,0.0566037735849057,"stability",1
1.7,1.89711998488588,0.0566037735849057,"stability",1
1.8,1.89711998488588,0.0566037735849057,"stability",1
1.9,1.89711998488588,0.0566037735849057,"stability",1
2,1.89711998488588,0.0566037735849057,"stability",1
1,2.30258509299405,0.0566037735849057,"stability",1
1.1,2.30258509299405,0.0566037735849057,"stability",1
1.2,2.30258509299405,0.0566037735849057,"stability",1
1.3,2.30258509299405,0.0566037735849057,"stability",1
1.4,2.30258509299405,0.0566037735849057,"stability",1
1.5,2.30258509299405,0.0566037735849057,"stability",1
1.6,2.30258509299405,0.0566037735849057,"stability",1
1.7,2.30258509299405,0.0566037735849057,"stability",1
1.8,2.30258509299405,0.0566037735849057,"stability",1
1.9,2.30258509299405,0.0566037735849057,"stability",1
2,2.30258509299405,0.0566037735849057,"stability",1
1,2.99573227355399,0.0566037735849057,"stability",1
1.1,2.99573227355399,0.0566037735849057,"stability",1
1.2,2.99573227355399,0.0566037735849057,"stability",1
1.3,2.99573227355399,0.0566037735849057,"stability",1
1.4,2.99573227355399,0.0566037735849057,"stability",1
1.5,2.99573227355399,0.0566037735849057,"stability",1
1.6,2.99573227355399,0.0566037735849057,"stability",1
1.7,2.99573227355399,0.0566037735849057,"stability",1
1.8,2.99573227355399,0.0566037735849057,"stability",1
1.9,2.99573227355399,0.0566037735849057,"stability",1
2,2.99573227355399,0.0566037735849057,"stability",1
1,3,0.0566037735849057,"stability",1
1.1,3,0.0566037735849057,"stability",1
1.2,3,0.0566037735849057,"stability",1
1.3,3,0.0566037735849057,"stability",1
1.4,3,0.0566037735849057,"stability",1
1.5,3,0.0566037735849057,"stability",1
1.6,3,0.0566037735849057,"stability",1
1.7,3,0.0566037735849057,"stability",1
1.8,3,0.0566037735849057,"stability",1
1.9,3,0.0566037735849057,"stability",1
2,3,0.0566037735849057,"stability",1
1,0,0,"period",384.135357311441
1.1,0,0,"period",298.62247882172
1.2,0,0,"period",252.817195394392
1.3,0,0,"period",223.20789980642
1.4,0,0,"period",202.062298427201
1.5,0,0,"period",185.991765802792
1.6,0,0,"period",173.246022709224
1.7,0,0,"period",162.817807960523
1.8,0,0,"period",154.081043329508
1.9,0,0,"period",146.623403338228
2,0,0,"period",140.160801067298
1,0.05,0,"period",462.216896893983
1.1,0.05,0,"period",334.162166838627
1.2,0.05,0,"period",274.978112705768
1.3,0.05,0,"period",239.11279479289
1.4,0.05,0,"period",214.421399856396
1.5,0.05,0,"period",196.095886308395
1.6,0.05,0,"period",181.801293424978
1.7,0.05,0,"period",170.248893954496
1.8,0.05,0,"period",160.661606382334
1.9,0.05,0,"period",152.539341117318
2,0.05,0,"period",145.543753982515
1,0.1,0,"period",616.370956855233
1.1,0.1,0,"period",384.952516064772
1.2,0.1,0,"period",303.452656600527
1.3,0.1,0,"period",258.485030241164
1.4,0.1,0,"period",228.997469900335
1.5,0.1,0,"period",207.758404830479
1.6,0.1,0,"period",191.524923497552
1.7,0.1,0,"period",178.597551544257
1.8,0.1,0,"period",167.988383384966
1.9,0.1,0,"period",159.078804437575
2,0.1,0,"period",151.45907545633
1,0.15,0,"period",1262.88453165643
1.1,0.15,0,"period",466.892717011496
1.2,0.15,0,"period",342.117858258018
1.3,0.15,0,"period",282.887042086414
1.4,0.15,0,"period",246.598876965929
1.5,0.15,0,"period",221.465190805857
1.6,0.15,0,"period",202.739515312814
1.7,0.15,0,"period",188.093639342189
1.8,0.15,0,"period",176.233953359197
1.9,0.15,0,"period",166.376678167075
2,0.15,0,"period",158.015580243145
1,0.2,0,"period",Inf
1.1,0.2,0,"period",636.502818439684
1.2,0.2,0,"period",399.289094650203
1.3,0.2,0,"period",315.086129636358
1.4,0.2,0,"period",268.517852923228
1.5,0.2,0,"period",237.944862635781
1.6,0.2,0,"period",215.9082520898
1.7,0.2,0,"period",199.056975984351
1.8,0.2,0,"period",185.632825339711
1.9,0.2,0,"period",174.612912815592
2,0.2,0,"period",165.356328920074
1,0.25,0,"period",Inf
1.1,0.25,0,"period",1609.53482527524
1.2,0.25,0,"period",497.515466981583
1.3,0.25,0,"period",360.590675185971
1.4,0.25,0,"period",296.980085287863
1.5,0.25,0,"period",258.350720337728
1.6,0.25,0,"period",231.724860920244
1.7,0.25,0,"period",211.94830953159
1.8,0.25,0,"period",196.51328726053
1.9,0.25,0,"period",184.033942991838
2,0.25,0,"period",173.673874064389
1,0.3,0,"period",Inf
1.1,0.3,0,"period",Inf
1.2,0.3,0,"period",736.886917792849
1.3,0.3,0,"period",432.545602661124
1.4,0.3,0,"period",336.239008585618
1.5,0.3,0,"period",284.642758080172
1.6,0.3,0,"period",251.285607112461
1.7,0.3,0,"period",227.460659449058
1.8,0.3,0,"period",209.351855174647
1.9,0.3,0,"period",194.988021022399
2,0.3,0,"period",183.234721407389
1,0.35,0,"period",Inf
1.1,0.35,0,"period",Inf
1.2,0.35,0,"period",Inf
1.3,0.35,0,"period",574.617070641648
1.4,0.35,0,"period",395.798949114311
1.5,0.35,0,"period",320.495326939676
1.6,0.35,0,"period",276.44933660264
1.7,0.35,0,"period",246.695174180612
1.8,0.35,0,"period",224.872070470084
1.9,0.35,0,"period",207.986570767567
2,0.35,0,"period",194.420394053663
1,0.4,0,"period",Inf
1.1,0.4,0,"period",Inf
1.2,0.4,0,"period",Inf
1.3,0.4,0,"period",1166.19365469233
1.4,0.4,0,"period",503.418940866395
1.5,0.4,0,"period",373.874417366894
1.6,0.4,0,"period",310.689231951269
1.7,0.4,0,"period",271.532641831118
1.8,0.4,0,"period",244.237735969932
1.9,0.4,0,"period",223.817689847843
2,0.4,0,"period",207.800280203014
1,0.45,0,"period",Inf
1.1,0.45,0,"period",Inf
1.2,0.45,0,"period",Inf
1.3,0.45,0,"period",Inf
1.4,0.45,0,"period",809.900603491609
1.5,0.45,0,"period",466.784055056636
1.6,0.45,0,"period",361.495306708554
1.7,0.45,0,"period",305.523495201421
1.8,0.45,0,"period",269.469731250102
1.9,0.45,0,"period",243.773729418902
2,0.45,0,"period",224.270073319538
1,0.5,0,"period",Inf
1.1,0.5,0,"period",Inf
1.2,0.5,0,"period",Inf
1.3,0.5,0,"period",Inf
1.4,0.5,0,"period",Inf
1.5,0.5,0,"period",701.463358268526
1.6,0.5,0,"period",449.354088219641
1.7,0.5,0,"period",356.445646100721
1.8,0.5,0,"period",304.473959461977
1.9,0.5,0,"period",270.158752309376
2,0.5,0,"period",245.339221492175
1,0.55,0,"period",Inf
1.1,0.55,0,"period",Inf
1.2,0.55,0,"period",Inf
1.3,0.55,0,"period",Inf
1.4,0.55,0,"period",Inf
1.5,0.55,0,"period",Inf
1.6,0.55,0,"period",666.985330551642
1.7,0.55,0,"period",446.177875330792
1.8,0.55,0,"period",358.128711539226
1.9,0.55,0,"period",307.600336811338
2,0.55,0,"period",273.80304981086
1,0.6,0,"period",Inf
1.1,0.6,0,"period",Inf
1.2,0.6,0,"period",Inf
1.3,0.6,0,"period",Inf
1.4,0.6,0,"period",Inf
1.5,0.6,0,"period",Inf
1.6,0.6,0,"period",Inf
1.7,0.6,0,"period",681.253422899306
1.8,0.6,0,"period",457.174279546484
1.9,0.6,0,"period",367.290242099004
2,0.6,0,"period",315.604599606268
1,0.65,0,"period",Inf
1.1,0.65,0,"period",Inf
1.2,0.65,0,"period",Inf
1.3,0.65,0,"period",Inf
1.4,0.65,0,"period",Inf
1.5,0.65,0,"period",Inf
1.6,0.65,0,"period",Inf
1.7,0.65,0,"period",Inf
1.8,0.65,0,"period",760.677582337951
1.9,0.65,0,"period",487.334933979639
2,0.65,0,"period",386.57471687896
1,0.7,0,"period",Inf
1.1,0.7,0,"period",Inf
1.2,0.7,0,"period",Inf
1.3,0.7,0,"period",Inf
1.4,0.7,0,"period",Inf
1.5,0.7,0,"period",Inf
1.6,0.7,0,"period",Inf
1.7,0.7,0,"period",Inf
1.8,0.7,0,"period",Inf
1.9,0.7,0,"period",1036.01223127786
2,0.7,0,"period",553.563751916494
1,0.75,0,"period",Inf
1.1,0.75,0,"period",Inf
1.2,0.75,0,"period",Inf
1.3,0.75,0,"period",Inf
1.4,0.75,0,"period",Inf
1.5,0.75,0,"period",Inf
1.6,0.75,0,"period",Inf
1.7,0.75,0,"period",Inf
1.8,0.75,0,"period",Inf
1.9,0.75,0,"period",Inf
2,0.75,0,"period",Inf
1,0.8,0,"period",Inf
1.1,0.8,0,"period",Inf
1.2,0.8,0,"period",Inf
1.3,0.8,0,"period",Inf
1.4,0.8,0,"period",Inf
1.5,0.8,0,"period",Inf
1.6,0.8,0,"period",Inf
1.7,0.8,0,"period",Inf
1.8,0.8,0,"period",Inf
1.9,0.8,0,"period",Inf
2,0.8,0,"period",Inf
1,0.85,0,"period",Inf
1.1,0.85,0,"period",Inf
1.2,0.85,0,"period",Inf
1.3,0.85,0,"period",Inf
1.4,0.85,0,"period",Inf
1.5,0.85,0,"period",Inf
1.6,0.85,0,"period",Inf
1.7,0.85,0,"period",Inf
1.8,0.85,0,"period",Inf
1.9,0.85,0,"period",Inf
2,0.85,0,"period",Inf
1,0.9,0,"period",Inf
1.1,0.9,0,"period",Inf
1.2,0.9,0,"period",Inf
1.3,0.9,0,"period",Inf
1.4,0.9,0,"period",Inf
1.5,0.9,0,"period",Inf
1.6,0.9,0,"period",Inf
1.7,0.9,0,"period",Inf
1.8,0.9,0,"period",Inf
1.9,0.9,0,"period",Inf
2,0.9,0,"period",Inf
1,0.95,0,"period",Inf
1.1,0.95,0,"period",Inf
1.2,0.95,0,"period",Inf
1.3,0.95,0,"period",Inf
1.4,0.95,0,"period",Inf
1.5,0.95,0,"period",Inf
1.6,0.95,0,"period",Inf
1.7,0.95,0,"period",Inf
1.8,0.95,0,"period",Inf
1.9,0.95,0,"period",Inf
2,0.95,0,"period",Inf
1,1,0,"period",Inf
1.1,1,0,"period",Inf
1.2,1,0,"period",Inf
1.3,1,0,"period",Inf
1.4,1,0,"period",Inf
1.5,1,0,"period",Inf
1.6,1,0,"period",Inf
1.7,1,0,"period",Inf
1.8,1,0,"period",Inf
1.9,1,0,"period",Inf
2,1,0,"period",Inf
1,0,0.05,"period",517.850579069241
1.1,0,0.05,"period",350.783516646255
1.2,0,0.05,"period",282.38567693383
1.3,0,0.05,"period",242.855057983868
1.4,0,0.05,"period",216.332788663173
1.5,0,0.05,"period",196.966649511148
1.6,0,0.05,"period",182.029530464695
1.7,0,0.05,"period",170.057175103104
1.8,0,0.05,"period",160.183990911722
1.9,0,0.05,"period",151.86121761554
2,0,0.05,"period",144.721922868866
1,0.05,0.05,"period",779.644057944592
1.1,0.05,0.05,"period",413.469082018533
1.2,0.05,0.05,"period",314.741725844184
1.3,0.05,0.05,"period",264.020255376924
1.4,0.05,0.05,"period",231.892635147294
1.5,0.05,0.05,"period",209.225708890709
1.6,0.05,0.05,"period",192.138169378647
1.7,0.05,0.05,"period",178.664303414728
1.8,0.05,0.05,"period",167.688369254097
1.9,0.05,0.05,"period",158.523939573688
2,0.05,0.05,"period",150.722523034053
1,0.1,0.05,"period",Inf
1.1,0.1,0.05,"period",524.5888907943
1.2,0.1,0.05,"period",360.206746296645
1.3,0.1,0.05,"period",291.155184451676
1.4,0.1,0.05,"period",250.881232129919
1.5,0.1,0.05,"period",223.731987604395
1.6,0.1,0.05,"period",203.850161627794
1.7,0.1,0.05,"period",188.484857197724
1.8,0.1,0.05,"period",176.151550074
1.9,0.1,0.05,"period",165.969534433636
2,0.1,0.05,"period",157.378986957175
1,0.15,0.05,"period",Inf
1.1,0.15,0.05,"period",818.969247032548
1.2,0.15,0.05,"period",431.303830612996
1.3,0.15,0.05,"period",327.867313180599
1.4,0.15,0.05,"period",274.858228905485
1.5,0.15,0.05,"period",241.32235071647
1.6,0.15,0.05,"period",217.679054906859
1.7,0.15,0.05,"period",199.86406260228
1.8,0.15,0.05,"period",185.821357989877
1.9,0.15,0.05,"period",174.384898441989
2,0.15,0.05,"period",164.837752532317
1,0.2,0.05,"period",Inf
1.1,0.2,0.05,"period",Inf
1.2,0.2,0.05,"period",567.78593675374
1.3,0.2,0.05,"period",381.787679143089
1.4,0.2,0.05,"period",306.596835751078
1.5,0.2,0.05,"period",263.346328763256
1.6,0.2,0.05,"period",234.402722785046
1.7,0.2,0.05,"period",213.302602591751
1.8,0.2,0.05,"period",197.045965301174
1.9,0.2,0.05,"period",184.026328898868
2,0.2,0.05,"period",173.295864108103
1,0.25,0.05,"period",Inf
1.1,0.25,0.05,"period",Inf
1.2,0.25,0.05,"period",1051.13095032356
1.3,0.25,0.05,"period",473.055072830248
1.4,0.25,0.05,"period",351.643997438002
1.5,0.25,0.05,"period",292.155061608572
1.6,0.25,0.05,"period",255.26821025159
1.7,0.25,0.05,"period",229.559801313231
1.8,0.25,0.05,"period",210.332918990834
1.9,0.25,0.05,"period",195.256572756812
2,0.25,0.05,"period",183.025919593174
1,0.3,0.05,"period",Inf
1.1,0.3,0.05,"period",Inf
1.2,0.3,0.05,"period",Inf
1.3,0.3,0.05,"period",684.63036720579
1.4,0.3,0.05,"period",423.316940606137
1.5,0.3,0.05,"period",332.313174540637
1.6,0.3,0.05,"period",282.430769063526
1.7,0.3,0.05,"period",249.854900168615
1.8,0.3,0.05,"period",226.45693885495
1.9,0.3,0.05,"period",208.609281306977
2,0.3,0.05,"period",194.417891813766
1,0.35,0.05,"period",Inf
1.1,0.35,0.05,"period",Inf
1.2,0.35,0.05,"period",Inf
1.3,0.35,0.05,"period",Inf
1.4,0.35,0.05,"period",566.186680982329
1.5,0.35,0.05,"period",394.263348524197
1.6,0.35,0.05,"period",320.026452152527
1.7,0.35,0.05,"period",276.29956092109
1.8,0.35,0.05,"period",246.672471249089
1.9,0.35,0.05,"period",224.908519017549
2,0.35,0.05,"period",208.053183912936
1,0.4,0.05,"period",Inf
1.1,0.4,0.05,"period",Inf
1.2,0.4,0.05,"period",Inf
1.3,0.4,0.05,"period",Inf
1.4,0.4,0.05,"period",1171.7909668348
1.5,0.4,0.05,"period",509.780089804037
1.6,0.4,0.05,"period",377.344413181706
1.7,0.4,0.05,"period",312.958285292453
1.8,0.4,0.05,"period",273.177000949514
1.9,0.4,0.05,"period",245.509043341851
2,0.4,0.05,"period",224.845021116109
1,0.45,0.05,"period",Inf
1.1,0.45,0.05,"period",Inf
1.2,0.45,0.05,"period",Inf
1.3,0.45,0.05,"period",Inf
1.4,0.45,0.05,"period",Inf
1.5,0.45,0.05,"period",872.345382699317
1.6,0.45,0.05,"period",481.677657162665
1.7,0.45,0.05,"period",369.00165813991
1.8,0.45,0.05,"period",310.270033691008
1.9,0.45,0.05,"period",272.833894517454
2,0.45,0.05,"period",246.328964469372
1,0.5,0.05,"period",Inf
1.1,0.5,0.05,"period",Inf
1.2,0.5,0.05,"period",Inf
1.3,0.5,0.05,"period",Inf
1.4,0.5,0.05,"period",Inf
1.5,0.5,0.05,"period",Inf
1.6,0.5,0.05,"period",782.01195360882
1.7,0.5,0.05,"period",471.602275889156
1.8,0.5,0.05,"period",367.907284054109
1.9,0.5,0.05,"period",311.770039824704
2,0.5,0.05,"period",275.338814089856
1,0.55,0.05,"period",Inf
1.1,0.55,0.05,"period",Inf
1.2,0.55,0.05,"period",Inf
1.3,0.55,0.05,"period",Inf
1.4,0.55,0.05,"period",Inf
1.5,0.55,0.05,"period",Inf
1.6,0.55,0.05,"period",Inf
1.7,0.55,0.05,"period",772.748653091327
1.8,0.55,0.05,"period",477.074805119398
1.9,0.55,0.05,"period",374.205146184086
2,0.55,0.05,"period",317.863938820143
1,0.6,0.05,"period",Inf
1.1,0.6,0.05,"period",Inf
1.2,0.6,0.05,"period",Inf
1.3,0.6,0.05,"period",Inf
1.4,0.6,0.05,"period",Inf
1.5,0.6,0.05,"period",Inf
1.6,0.6,0.05,"period",Inf
1.7,0.6,0.05,"period",Inf
1.8,0.6,0.05,"period",840.673364361201
1.9,0.6,0.05,"period",500.961658737055
2,0.6,0.05,"period",389.672665366887
1,0.65,0.05,"period",Inf
1.1,0.65,0.05,"period",Inf
1.2,0.65,0.05,"period",Inf
1.3,0.65,0.05,"period",Inf
1.4,0.65,0.05,"period",Inf
1.5,0.65,0.05,"period",Inf
1.6,0.65,0.05,"period",Inf
1.7,0.65,0.05,"period",Inf
1.8,0.65,0.05,"period",Inf
1.9,0.65,0.05,"period",1093.47885983035
2,0.65,0.05,"period",555.179323211033
1,0.7,0.05,"period",Inf
1.1,0.7,0.05,"period",Inf
1.2,0.7,0.05,"period",Inf
1.3,0.7,0.05,"period",Inf
1.4,0.7,0.05,"period",Inf
1.5,0.7,0.05,"period",Inf
1.6,0.7,0.05,"period",Inf
1.7,0.7,0.05,"period",Inf
1.8,0.7,0.05,"period",Inf
1.9,0.7,0.05,"period",Inf
2,0.7,0.05,"period",Inf
1,0.75,0.05,"period",Inf
1.1,0.75,0.05,"period",Inf
1.2,0.75,0.05,"period",Inf
1.3,0.75,0.05,"period",Inf
1.4,0.75,0.05,"period",Inf
1.5,0.75,0.05,"period",Inf
1.6,0.75,0.05,"period",Inf
1.7,0.75,0.05,"period",Inf
1.8,0.75,0.05,"period",Inf
1.9,0.75,0.05,"period",Inf
2,0.75,0.05,"period",Inf
1,0.8,0.05,"period",Inf
1.1,0.8,0.05,"period",Inf
1.2,0.8,0.05,"period",Inf
1.3,0.8,0.05,"period",Inf
1.4,0.8,0.05,"period",Inf
1.5,0.8,0.05,"period",Inf
1.6,0.8,0.05,"period",Inf
1.7,0.8,0.05,"period",Inf
1.8,0.8,0.05,"period",Inf
1.9,0.8,0.05,"period",Inf
2,0.8,0.05,"period",Inf
1,0.85,0.05,"period",Inf
1.1,0.85,0.05,"period",Inf
1.2,0.85,0.05,"period",Inf
1.3,0.85,0.05,"period",Inf
1.4,0.85,0.05,"period",Inf
1.5,0.85,0.05,"period",Inf
1.6,0.85,0.05,"period",Inf
1.7,0.85,0.05,"period",Inf
1.8,0.85,0.05,"period",Inf
1.9,0.85,0.05,"period",Inf
2,0.85,0.05,"period",Inf
1,0.9,0.05,"period",Inf
1.1,0.9,0.05,"period",Inf
1.2,0.9,0.05,"period",Inf
1.3,0.9,0.05,"period",Inf
1.4,0.9,0.05,"period",Inf
1.5,0.9,0.05,"period",Inf
1.6,0.9,0.05,"period",Inf
1.7,0.9,0.05,"period",Inf
1.8,0.9,0.05,"period",Inf
1.9,0.9,0.05,"period",Inf
2,0.9,0.05,"period",Inf
1,0.95,0.05,"period",Inf
1.1,0.95,0.05,"period",Inf
1.2,0.95,0.05,"period",Inf
1.3,0.95,0.05,"period",Inf
1.4,0.95,0.05,"period",Inf
1.5,0.95,0.05,"period",Inf
1.6,0.95,0.05,"period",Inf
1.7,0.95,0.05,"period",Inf
1.8,0.95,0.05,"period",Inf
1.9,0.95,0.05,"period",Inf
2,0.95,0.05,"period",Inf
1,1,0.05,"period",Inf
1.1,1,0.05,"period",Inf
1.2,1,0.05,"period",Inf
1.3,1,0.05,"period",Inf
1.4,1,0.05,"period",Inf
1.5,1,0.05,"period",Inf
1.6,1,0.05,"period",Inf
1.7,1,0.05,"period",Inf
1.8,1,0.05,"period",Inf
1.9,1,0.05,"period",Inf
2,1,0.05,"period",Inf
1,0,0.1,"period",1197.67859206779
1.1,0,0.1,"period",451.259861335052
1.2,0,0.1,"period",328.274124480201
1.3,0,0.1,"period",270.428704359393
1.4,0,0.1,"period",235.221629135773
1.5,0,0.1,"period",210.946191994319
1.6,0,0.1,"period",192.918205588365
1.7,0,0.1,"period",178.852079751896
1.8,0,0.1,"period",167.483259827865
1.9,0,0.1,"period",158.048195096265
2,0,0.1,"period",150.055104085378
1,0.05,0.1,"period",Inf
1.1,0.05,0.1,"period",613.716769995987
1.2,0.05,0.1,"period",382.993145696037
1.3,0.05,0.1,"period",300.976538464633
1.4,0.05,0.1,"period",255.875176738412
1.5,0.05,0.1,"period",226.394187602974
1.6,0.05,0.1,"period",205.212348891971
1.7,0.05,0.1,"period",189.053455638203
